Type,Date,Description,Address,Latitude,Longitude
Burglary,01/19/2024 12:00 AM,Unknown Suspects Broke In Through The Back Entrance Of A Business.,"COMMON STREET, Lake Charles, LA",30.20288979591837,-93.21875259183672
Other,10/01/2024 11:39 AM,N.C. SUSPICIOUS INCIDENT. Incident #,"17200 BLOCK OF DEER MEADOW AVE, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,09/30/2024 3:34 PM,AUTO THEFT RECOVERY. Incident #,"16400 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,09/28/2024 12:27 AM,ALL OTHER LARCENY. Incident #,"1100 BLOCK OF WOODS RD, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,09/26/2024 1:45 PM,BURGLARY/BREAKING & ENTERING. Incident #,"700 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/19/2024 9:37 AM,SUSPICIOUS PERSON. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/18/2024 6:02 PM,SUSPICIOUS PERSON. Incident #,"17100 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Shooting,09/18/2024 2:56 AM,SHOTS FIRED - UNFOUNDED. Incident #,"16100 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,09/17/2024 10:49 AM,ALL OTHER LARCENY. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/15/2024 7:06 AM,DECEASED PERSON. Incident #,"600 BLOCK OF FAWN LAKE DR, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/08/2024 9:54 PM,N.C. DISTURBANCE. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/07/2024 9:46 PM,MISSING PERSON - JUVENILE. Incident #,"16100 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,09/06/2024 2:57 PM,INTIMIDATION. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/06/2024 12:52 PM,N.C. SUSPICIOUS INCIDENT. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Vandalism,09/05/2024 10:35 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY. Incident #,"17300 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Other,09/04/2024 3:49 AM,N.C. SUSPICIOUS INCIDENT. Incident #,"600 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,08/11/2024 10:31 PM,SIMPLE ASSAULT. Incident #,"17800 BLOCK OF FRENCHTOWN RD, CENTRAL, LA",30.4639491,-90.9867789
Arrest,08/06/2024 3:47 PM,DRUG/NARCOTIC VIOLATIONS. Incident #,"16100 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,08/01/2024 9:36 PM,DOMESTIC DISTURBANCE. Incident #,"17100 BLOCK OF LAKEPARK AVE, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,07/28/2024 5:24 PM,SIMPLE ASSAULT. Incident #,"17100 BLOCK OF DEER LAKE AVE, BATON ROUGE, LA",30.4639491,-90.9867789
Vandalism,07/24/2024 11:06 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,07/24/2024 7:55 PM,TRESPASS OF REAL PROPERTY. Incident #,"17000 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,07/24/2024 1:41 PM,EMBEZZLEMENT. Incident #,"1300 BLOCK OF MARC ANTONY DR, BATON ROUGE, LA",30.4639491,-90.9867789
Vandalism,07/12/2024 8:58 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY. Incident #,"16100 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Arrest,07/10/2024 3:00 PM,DRUG/NARCOTIC VIOLATIONS. Incident #,"17400 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Other,07/06/2024 8:16 PM,MISSING PERSON - JUVENILE (RECOVERY). Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Arrest,07/06/2024 12:07 AM,DRUG/NARCOTIC VIOLATIONS. Incident #,"17400 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Arrest,07/05/2024 10:48 PM,DRIVING UNDER THE INFLUENCE. Incident #,"17400 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,07/05/2024 6:11 AM,BURGLARY/BREAKING & ENTERING. Incident #,"16100 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Other,06/22/2024 8:33 PM,DECEASED PERSON. Incident #,"17300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,06/12/2024 4:44 PM,MOTOR VEHICLE THEFT. Incident #,"16400 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Other,06/11/2024 12:39 PM,FAMILY TROUBLE. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,05/19/2024 9:07 PM,SIMPLE ASSAULT. Incident #,"1100 BLOCK OF POMPEY DR, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,05/15/2024 2:34 PM,INTIMIDATION. Incident #,"16400 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,05/09/2024 3:59 AM,THEFT FROM MOTOR VEHICLE. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,05/06/2024 8:18 PM,AUTO THEFT RECOVERY. Incident #,"108-499 S STEVENDALE RD, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,05/06/2024 4:59 PM,MOTOR VEHICLE THEFT. Incident #,"17100 BLOCK OF FLORIDA BLVD, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,05/02/2024 2:08 PM,SIMPLE ASSAULT. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Vandalism,04/23/2024 8:20 PM,CRIMINAL DAMAGE TO PROPERTY. SIMPLE CRIMINAL DAMAGE TO PROPERTY. DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY. Neighborhood,"16700 BLOCK OF S AMITE DR, BATON ROUGE, LA",30.4639491,-90.9867789
Other,04/17/2024 6:35 AM,SUSPICIOUS PERSON. Incident #,"1200 BLOCK OF CHARIOT DR, BATON ROUGE, LA",30.4639491,-90.9867789
Other,04/15/2024 11:33 PM,FAMILY TROUBLE. Incident #,"16300 BLOCK OF OLD HAMMOND HWY, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,04/12/2024 3:41 PM,INTIMIDATION. Incident #,"1300 BLOCK OF POMPEY DR, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,04/04/2024 9:45 PM,BURGLARY/BREAKING & ENTERING. Incident #,"600 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,04/04/2024 7:11 PM,BURGLARY/BREAKING & ENTERING. Incident #,"600 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,04/04/2024 7:05 PM,BURGLARY/BREAKING & ENTERING. Incident #,"600 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Burglary,04/03/2024 10:36 PM,BURGLARY/BREAKING & ENTERING. Incident #,"700 BLOCK OF RIVERVIEW DR, BATON ROUGE, LA",30.4639491,-90.9867789
Theft,04/03/2024 2:16 AM,WIRE FRAUD. Incident #,"1300 BLOCK OF POMPEY DR, BATON ROUGE, LA",30.4639491,-90.9867789
Assault,10/04/2024 11:31 PM,FIGHT. DISPOSITION,"01700 BLOCK OF ABUNDANCE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:53 PM,HIT & RUN. DISPOSITION,"ELYSIAN FIELDS AV & FILMORE AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:34 PM,SUSPICIOUS PERSON. DISPOSITION,"05300 BLOCK OF WILTON DR, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:12 PM,SUSPICIOUS PERSON. DISPOSITION,"FILMORE AV & ST ANTHONY AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:01 PM,COMPLAINT OTHER. DISPOSITION,"02600 BLOCK OF ANNETTE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 9:40 PM,DISTURBANCE (OTHER). DISPOSITION,"02000 BLOCK OF N DORGENOIS ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 8:26 PM,DOMESTIC DISTURBANCE. DISPOSITION,"02700 BLOCK OF N ROCHEBLAVE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/04/2024 8:18 PM,EXTORTION (THREATS). DISPOSITION,"02800 BLOCK OF PARIS AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Assault,10/04/2024 8:12 PM,SIMPLE BATTERY DOMESTIC. DISPOSITION,"N DORGENOIS ST & NEW ORLEANS ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Burglary,10/04/2024 6:04 PM,SIMPLE BURGLARY VEHICLE. DISPOSITION,"02500 BLK PAUGER ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 5:55 PM,COMPLAINT OTHER. DISPOSITION,"ELYSIAN FIELDS AV & ST CLAUDE AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 5:40 PM,COMPLAINT OTHER. DISPOSITION,"01900 BLOCK OF N TONTI ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 5:29 PM,COMPLAINT OTHER. DISPOSITION,"02600 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/04/2024 1:48 PM,ATTEMPTED THEFT. DISPOSITION,"03000 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:43 PM,DISTURBANCE (OTHER). DISPOSITION,"01900 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:40 PM,COMPLAINT OTHER. DISPOSITION,"01700 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:35 PM,COMPLAINT OTHER. DISPOSITION,"01800 BLOCK OF N BROAD ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:13 PM,COMPLAINT OTHER. DISPOSITION,"02500 BLOCK OF N TONTI ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Vandalism,10/04/2024 1:12 PM,CRIMINAL DAMAGE DOMESTIC. DISPOSITION,"03700 BLOCK OF CADILLAC ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:06 PM,COMPLAINT OTHER. DISPOSITION,"02100 BLOCK OF LAW ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 12:57 PM,COMPLAINT OTHER. DISPOSITION,"PARIS AV & MIRABEAU AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:25 AM,DISTURBANCE (OTHER). DISPOSITION,"MAUREPAS ST & N WHITE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 10:23 AM,DISTURBANCE (OTHER). DISPOSITION,"01900 BLOCK OF N PRIEUR ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 9:23 AM,DOMESTIC DISTURBANCE. DISPOSITION,"02100 BLOCK OF A P TUREAUD AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 8:52 AM,SUSPICIOUS PERSON. DISPOSITION,"I-610 W & PARIS AVE E0IT, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 8:43 AM,DOMESTIC DISTURBANCE. DISPOSITION,"04600 BLOCK OF PARIS AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 7:50 AM,SUSPICIOUS PERSON. DISPOSITION,"02200 BLOCK OF MILTON ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 7:30 AM,COMPLAINT OTHER. DISPOSITION,"02500 BLOCK OF MYRTLE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/04/2024 7:28 AM,THEFT. DISPOSITION,"02500 BLOCK OF MYRTLE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 5:12 AM,COMPLAINT OTHER. DISPOSITION,"02700 BLOCK OF WISTERIA ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 3:13 AM,COMPLAINT OTHER. DISPOSITION,"04700 BLOCK OF PERLITA ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 1:57 AM,COMPLAINT OTHER. DISPOSITION,"02600 BLOCK OF ST ANTHONY ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 12:13 AM,COMPLAINT OTHER. DISPOSITION,"02500 BLOCK OF MYRTLE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/04/2024 12:04 AM,COMPLAINT OTHER. DISPOSITION,"02400 BLOCK OF ELYSIAN FIELDS AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 10:54 PM,COMPLAINT OTHER. DISPOSITION,"02400 BLOCK OF N BROAD ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 10:01 PM,HIT & RUN. DISPOSITION,"ELYSIAN FIELDS AV & ABUNDANCE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/03/2024 8:32 PM,THEFT. DISPOSITION,"02500 BLOCK OF MYRTLE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 8:02 PM,SUSPICIOUS PERSON. DISPOSITION,"04400 BLOCK OF ARTS ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 7:27 PM,COMPLAINT OTHER. DISPOSITION,"I-10 W & FRANKLIN AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 6:51 PM,DOMESTIC DISTURBANCE. DISPOSITION,"02300 BLOCK OF AGRICULTURE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 6:17 PM,COMPLAINT OTHER. DISPOSITION,"02100 BLK LAPEYROUSE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 4:19 PM,SUSPICIOUS PERSON. DISPOSITION,"MANDEVILLE ST & N MIRO ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 3:32 PM,MISCELLANEOUS COMPLAINT. DISPOSITION,"02000 BLOCK OF N ROCHEBLAVE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 3:19 PM,COMPLAINT OTHER. DISPOSITION,"02600 BLOCK OF D'ABADIE ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/03/2024 2:59 PM,ISSUING WORTHLESS CHECKS. DISPOSITION,"02200 BLOCK OF N PRIEUR ST, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 1:21 PM,DOMESTIC DISTURBANCE. DISPOSITION,"02100 BLOCK OF A P TUREAUD AV, New Orleans, LA",29.993577306533385,-90.06569431055159
Other,10/03/2024 12:20 PM,COMPLAINT OTHER. DISPOSITION,"02400 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Theft,10/03/2024 11:26 AM,THEFT. DISPOSITION,"02300 BLOCK OF GENTILLY BLVD, New Orleans, LA",29.993577306533385,-90.06569431055159
Shooting,06/15/2024 3:00 AM,A Victim Had Been Dropped Off At Northern Louisiana Medical Center Suffering From Multiple Gunshot Wounds.,"PECAN AND SECOND STREETS, Ruston, LA",32.5230585,-92.7133493
Shooting,05/19/2024 12:00 AM,A Report Of A Shooting.,"SOUTH TRENTON STREET AND WEST HILLY AVENUE, Ruston, LA",32.5230585,-92.7133493
Shooting,04/16/2024 8:00 PM,A Single Victim Was Located With Multiple Gunshot Wounds.,"2ND ST AND PECAN ST, Ruston, LA",32.5230585,-92.7133493
Assault,03/19/2024 12:00 AM,A Person Was Accused Of Stabbing Four Women.,"900 BLOCK OF TECH DR, Ruston, LA",32.5230585,-92.7133493
Shooting,02/02/2024 2:00 AM,A Person Was Found Suffering From A Gunshot Wound To The Chest.,"400 BLOCK OF E VAUGHN AVE, Ruston, LA",32.5230585,-92.7133493
Arrest,10/01/2024 10:27 AM,RECKLESS OPERATION OF A VEHICLE,"3100 BLOCK OF ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,10/01/2024 10:00 AM,RECKLESS OPERATION OF A VEHICLE,"3100 BLOCK OF ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Burglary,09/28/2024 6:27 AM,SIMPLE BURGLARY - FROM MOTOR VEHICLE,"3200 BLOCK OF STAFFORD ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,09/27/2024 7:20 PM,"DOMESTIC ABUSE BATTERY - AGGRAVATED, F","900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/27/2024 8:59 AM,"D/P - FIGHTING, M","900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/27/2024 8:55 AM,"D/P - FIGHTING, M","900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/27/2024 8:50 AM,"D/P - FIGHTING, M","900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,09/27/2024 7:30 AM,D/P - VIOLENT & TUMULTUOUS MANNER,"900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/26/2024 5:03 PM,"POSSESSION SCHEDULE I, M","3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/26/2024 4:48 PM,POSSESSION SCHEDULE I,"3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/21/2024 4:08 PM,"POSSESSION SCHEDULE I, M","3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/21/2024 4:07 PM,POSSESSION SCHEDULE I,"3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,09/19/2024 5:51 PM,DOMESTIC ABUSE BATTERY - SIMPLE,"2700 BLOCK OF TRICHEL ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/19/2024 4:26 PM,FAILURE TO APPEAR/ NO DL,"3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,09/19/2024 1:00 PM,UNAUTHORIZED USE OF A MOTOR VEHICLE,"3200 BLOCK OF ROSE PL, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/18/2024 6:34 PM,FUGITIVE ARREST-MINDEN,"3200 BLOCK OF ARTHUR RAY TEAGUE PKWY AND MCDADE ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/15/2024 9:53 PM,RECKLESS OPERATION OF A VEHICLE,"700 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Burglary,09/14/2024 2:38 AM,HOME INVASION - DESTRUCTION OF PROPERTY,"700 BLOCK OF EDGAR ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Burglary,09/14/2024 1:49 AM,HOME INVASION - DESTRUCTION OF PROPERTY,"700 BLOCK OF EDGAR ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Vandalism,09/12/2024 11:41 PM,SIMPLE CRIMINAL DAMAGE TO PROPERTY,"900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,09/12/2024 10:00 AM,THEFT,"2600 BLOCK OF TRICHEL ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,09/10/2024 9:56 PM,ILLEGAL POSSESSION OF STOLEN THINGS,"1600 BLOCK OF ARTHUR RAY TEAGUE PKWY AND SHADY GROVE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,09/10/2024 8:53 PM,ILLEGAL POSSESSION OF STOLEN THINGS,"1600 BLOCK OF ARTHUR RAY TEAGUE PKWY AND SHADY GROVE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Burglary,09/10/2024 6:43 PM,SIMPLE BURGLARY OF AN INHABITED DWELLING,"600 BLOCK OF GARDEN ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,09/08/2024 7:57 PM,DOMESTIC ABUSE BATTERY - SIMPLE,"900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/07/2024 7:44 PM,ILLEGAL POSSESION OF STOLEN FIREARMS,"500 BLOCK OF MCDADE ST AND ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/04/2024 3:49 PM,"POSSESSION SCHEDULE I, M","800 BLOCK OF MCDADE ST AND HOYER ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,09/04/2024 3:29 PM,POSSESSION SCHEDULE I,"800 BLOCK OF MCDADE ST AND HOYER ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,08/31/2024 1:16 PM,THEFT,"2300 BLOCK OF WALNUT ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,08/31/2024 12:50 PM,DOMESTIC ABUSE BATTERY - SIMPLE,"2700 BLOCK OF TRICHEL ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,08/31/2024 5:14 AM,SIMPLE BATTERY,"700 BLOCK OF EDGAR ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/29/2024 10:21 AM,FAILURE TO APPEAR/NO DL,"2600 BLOCK OF BARBARA ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,08/28/2024 8:43 PM,UNAUTHORIZED USE OF A MOTOR VEHICLE,"2600 BLOCK OF BARBARA ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/26/2024 10:06 PM,"FUGITIVE ARREST/BOSSIER PARISH SHERIFFS OFFICE, M","900 BLOCK OF WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/24/2024 5:57 PM,FUGITIVE ARREST/SPD,"2900 BLOCK OF STAFFORD ST AND WESTGATE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,08/23/2024 11:12 PM,DOMESTIC ABUSE BATTERY - SIMPLE,"700 BLOCK OF EDGAR ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/23/2024 11:00 PM,"D/P - FIGHTING, M","3100 BLOCK OF ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/23/2024 10:04 PM,D/P - FIGHTING,"3100 BLOCK OF ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/22/2024 8:35 AM,"CONTEMPT OF COURT- DWI 1ST, M","1600 BLOCK OF ARTHUR RAY TEAGUE PKWY AND SHADY GROVE DR, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/21/2024 9:43 PM,RESISTING AN OFFICER,"500 BLOCK OF MCDADE ST AND ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/21/2024 9:16 PM,RESISTING AN OFFICER,"500 BLOCK OF MCDADE ST AND ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Assault,08/21/2024 7:09 PM,DOMESTIC ABUSE BATTERY - SIMPLE,"2500 BLOCK OF HOYER ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/19/2024 1:38 AM,POSSESSION SCHEDULE I,"3100 BLOCK OF ARTHUR RAY TEAGUE PKWY AND WESTGATE DR OFF S, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/19/2024 1:34 AM,"POSSESSION SCHEDULE I, M","3100 BLOCK OF ARTHUR RAY TEAGUE PKWY AND WESTGATE DR OFF SOUTH, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,08/16/2024 8:29 PM,"THEFT, M","2600 BLOCK OF HOYER ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Vandalism,08/13/2024 4:55 PM,SIMPLE CRIMINAL DAMAGE TO PROPERTY,"2500 BLOCK OF TRICHEL ST, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Arrest,08/12/2024 12:59 AM,POSSESSION SCHEDULE II,"3400 BLOCK OF ARTHUR RAY TEAGUE PKWY AND LIVE CASINO BLVD, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Theft,08/09/2024 11:30 PM,THEFT,"3400 BLOCK OF ARTHUR RAY TEAGUE PKWY, BOSSIER CITY, LA",32.485717295662205,-93.70794378646126
Burglary,10/04/2024 10:38 AM,BURGLARY/BREAKING & ENTERING. Incident #,"5600 BLOCK OF SATINWOOD DR, BATON ROUGE, LA",30.5024772,-91.1313884
Theft,10/04/2024 9:21 AM,ALL OTHER LARCENY. Incident #,"6500 BLOCK OF HANKS DR, BATON ROUGE, LA",30.5024772,-91.1313884
Other,10/03/2024 6:25 PM,ALL OTHER OFFENSES. Incident #,"6200 BLOCK OF PONTOTOC ST, BATON ROUGE, LA",30.5024772,-91.1313884
Assault,10/03/2024 6:04 PM,BATTERY. ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES. WEAPON LAW VIOLATIONS. Neighborhood,"5400 BLOCK OF MONARCH AVE, BATON ROUGE, LA",30.5024772,-91.1313884
Other,10/03/2024 6:04 PM,OTHER. (ATTEMPTED) SECOND DEGREE MURDER. AGGRAVATED ASSAULT. Neighborhood,"5400 BLOCK OF MONARCH AVE, BATON ROUGE, LA",30.5024772,-91.1313884
Other,10/03/2024 1:41 PM,N.C. SUSPICIOUS INCIDENT. Incident #,"5700 BLOCK OF NASHVILLE AVE, BATON ROUGE, LA",30.5024772,-91.1313884
Other,10/03/2024 12:50 PM,N.C. DISTURBANCE. Incident #,"6500 BLOCK OF HANKS DR, BATON ROUGE, LA",30.5024772,-91.1313884
